StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,high_control,Q3.1_First Click,Q3.1_Last Click,Q3.1_Page Submit,Q3.1_Click Count,low_control,pain_rate_1,control_1,control_2,control_3,control_4,control_5,age,gender,employment,employment_7_TEXT,painkiller,painkiller_type,painkiller_freq,mTurkCode
12/5/17 12:30,12/5/17 12:33,0,74.130.64.189,100,139,1,12/5/17 12:33,R_3fSIjdqBVVlRYga,,,,,38.26029968,-85.70320129,anonymous,EN,1,,6.529,6.529,90.011,1,I did not have any control over where my family moved in the most recent iteration of my husband's job search. It had been a fruitless search and our current employment contract was ending so we had to go wherever a job was offered and had no real say in the matter. I particularly had no control as the job search was not even my own. I just had to follow along to where the only jo,5,4,4,3,4,4,34,2,7,stay at home parent,2,,,8268493
12/5/17 12:29,12/5/17 12:33,0,162.226.190.29,100,212,1,12/5/17 12:33,R_1eQuH6YnHXaiBw7,,,,,33.87030029,-117.9253006,anonymous,EN,1,,80.159,120.25,180.012,3,"I wanted to purchase a car but was unable to because I did not have the loan requirements banks want people to have. So I asked someone if they could help me and they said yes. They were going to take out a loan for me. They did the application and got a 2% APR car loan. Anyway, we start getting closer and closer to the date of getting the car and the person helping me started controlling everyth ",6,3,5,2,5,4,25,2,2,,2,,,1773345
12/5/17 12:29,12/5/17 12:33,0,108.194.200.239,100,244,1,12/5/17 12:33,R_1jJ1CjPAeNEApxF,,,,,29.54960632,-90.58879852,anonymous,EN,1,A situation in which I felt like I had control was when I left my last job.  I was working there for 2 years and I got pregnant with twins. I had the decision to stay or to leave and stay at home with my kids.  I thought long and hard about it because I really did love my job.  I decided to quit and when I gave my two week notice my boss begged me to stay.  I was tempted but with 2 kids in daycare there was no way I would be able to afford to work.  I kindly declined her offer to stay and I believe it was the best decision I have ever made.,,,,,,50,5,5,5,5,5,32,2,2,,2,,,2922422
12/5/17 12:27,12/5/17 12:33,0,71.72.33.41,100,377,1,12/5/17 12:33,R_1hGCyTtZsVy3THO,,,,,41.10549927,-81.49749756,anonymous,EN,1,,18.346,18.346,90.007,1,I lost my job and I had no control over it happening. I was already in a bad place at the time and couldn't really afford to pay rent and all my bills. It made me feel worthless and powerless. I hated the way that I felt. I didn't like that I didn't feel in control of my own de,6,3,4,2,3,3,36,2,1,,2,,,1356969
12/5/17 12:31,12/5/17 12:33,0,66.177.113.95,100,120,1,12/5/17 12:33,R_3M9im5Wi4Y2Ecyk,,,,,31.31469727,-81.52220154,anonymous,EN,1,,0.623,8.028,90.007,2,"There was this one time where I got stuck with a job that I didn't really want. I really needed money at the time and I took up a job with a friends business. Turns out, I had to agree to a certain period in which I worked there. After a week I just knew that this wasn't the job for me, but I was stuck due to the agreement. If I were to go back on the agreement, it would really hurt my professional appearance, but if I continued to work there, it would be gruelling both mentally and physically.",10,4,5,4,4,5,28,1,1,,2,,,6042838
12/5/17 12:30,12/5/17 12:34,0,97.124.90.186,100,224,1,12/5/17 12:34,R_12hg5JtBAJm65ql,,,,,33.30619812,-111.841301,anonymous,EN,1,,158.979,159.847,181.994,2,I remember when I worked at a restaurant and I did not have any say in what we did. I was basically a slave for hire and I hated my job there. ,45,3,4,2,2,4,27,1,1,,2,,,2232283
12/5/17 12:31,12/5/17 12:34,0,72.184.239.100,100,155,1,12/5/17 12:34,R_u3RPaqZaBsYYrKN,,,,,27.91119385,-82.75509644,anonymous,EN,1,"I got back from an assignment at work the other day.  When i got in my lt asked which unit i wanted to be on.  i could take the easier or harder one.  what i chose would determine what a younger guy wa sgoing to have to do.  i didn't really like it, and just took the harder one because i wanted to be nice.",,,,,,0,4,4,4,3,4,30,1,1,,2,,,371177
12/5/17 12:31,12/5/17 12:34,0,67.249.184.208,100,215,1,12/5/17 12:34,R_2fJvgsuiGTD3jkU,,,,,43.10920715,-74.86419678,anonymous,EN,1,I was in complete control of a situation when I had a group project. The group project was an auditing simulation for my college course. I was the group leader and I liked managing the work between my other group members. ,,,,,,0,4,4,4,4,4,23,2,4,,2,,,9967394
12/5/17 12:33,12/5/17 12:35,0,75.98.102.161,100,115,1,12/5/17 12:35,R_22QVRazkCnlTNaK,,,,,37.21530151,-93.29820251,anonymous,EN,1,,2.114,57.617,90.006,4,"There was a time when I was trying to find a new apartment to live in. I could not find one with the features I wanted. They were either too expensive or too far out of town. I looked for about a month. Finally I was able to find something much farther out of town than I wanted, but it had everything I needed. I had to settle fo r",1,5,5,5,5,5,21,2,1,,2,,,1487100
12/5/17 12:33,12/5/17 12:35,0,104.176.6.160,100,112,1,12/5/17 12:35,R_3dLB4UBCYYgoJgV,,,,,38.11289978,-122.1331024,anonymous,EN,1,"Right now I am in complete control of what I write. I feel normal, I guess. I feel like I should write a little more than this, obligated, I suppose. I am done though. ",,,,,,10,4,5,4,4,4,30,1,2,,2,,,9353652
12/5/17 12:34,12/5/17 12:35,0,162.89.0.47,100,69,1,12/5/17 12:35,R_POJxWpVsgFBXE9X,,,,,30.30419922,-97.68569946,anonymous,EN,1,Sunday I had nothing to do and could do anything I wanted. I decided to sit on the couch and watch the Lord Of The Rings movies. It was really relaxing.,,,,,,0,4,5,5,3,3,27,1,1,,2,,,8961190
12/5/17 12:33,12/5/17 12:35,0,98.209.43.236,100,119,1,12/5/17 12:35,R_syPWmAqS4uoeYO5,,,,,42.70419312,-84.40979767,anonymous,EN,1,"I was cooking dinner. I was making asparagus, veggie-sausage, potatoes, onions, garlic, and brussel sprouts. Everything was going smoothly. I had everything timed well between prepping and cook time. I felt confident in my abilities and I was enjoying myself.",,,,,,5,4,5,4,4,4,33,1,1,,2,,,846112
12/5/17 12:29,12/5/17 12:36,0,68.49.97.229,100,436,1,12/5/17 12:36,R_5oLVLR4A8o6An3b,,,,,42.28559875,-83.4858017,anonymous,EN,1,,24.768,28.443,91.215,5,Two days after I gave birth to my daughter I developed postpartum preeclampsia. My blood pressure and heart rate were dangerously high. The doctor wouldn't discharge me until my vitals were normal. I feared for my life. I was also miserable being away from my newborn baby for a week while I got better.,22,4,5,4,5,5,32,2,1,,2,,,4352241
12/5/17 12:33,12/5/17 12:36,0,52.144.46.197,100,199,1,12/5/17 12:36,R_3DhXoDH6KoFQnlf,,,,,40.71429443,-74.0059967,anonymous,EN,1,,5.858,64.058,90.022,3,"I am a first graduate student and my family is middle class.one day i walk on the road,my friends come to j",68,1,2,1,4,5,30,1,1,,2,,,3717006
12/5/17 12:34,12/5/17 12:36,0,70.214.71.180,100,134,1,12/5/17 12:36,R_2c6MqoUcq1kf7l7,,,,,40.67140198,-73.93609619,anonymous,EN,1,I was in a car accident and I felt like I was in control of the situation even though something bad had happened. I was calm and I was helping the other person out of their vehicle. We both calmly called our insurance and the police because they had an injury on their end. It was their fault and he was apologizing to me for it. It was nice to be in control and not overreact after something like this. ,,,,,,0,5,3,4,5,5,31,1,1,,2,,,2310071
12/5/17 12:35,12/5/17 12:36,0,98.103.138.10,100,105,1,12/5/17 12:36,R_2ZHzG9mooarWVrZ,,,,,39.86390686,-83.12010193,anonymous,EN,1,"I was driving on the freeway. Up ahead, there was what looked like a big traffic jam. Fortunately, the interchange was ahead of the jam, and so I was able to exit and navigate around the jam. I was in total control of the situation. I felt satisfied afterwards.",,,,,,0,4,4,4,5,5,32,1,2,,2,,,6808693
12/5/17 12:33,12/5/17 12:37,0,72.185.198.249,100,262,1,12/5/17 12:37,R_24GUYaUWdv9KfiP,,,,,27.78970337,-82.728302,anonymous,EN,1,,22.538,30.626,91.655,2,Basically i got fired because people were stealing. I had no control over this they just couldn't figure out who was stealing so everyone was transferred or fired. I  felt really bad about this. ,0,4,4,4,4,4,32,1,1,,2,,,2775237
12/5/17 12:36,12/5/17 12:37,0,98.176.238.152,100,54,1,12/5/17 12:37,R_1DSaFn47ZdF9Me1,,,,,32.61019897,-117.0296021,anonymous,EN,1,I was in control of a situation when I was deciding how to carry on a task at work. I was able to use my knowledge to take control of the situation and formulate a plan.,,,,,,0,5,5,5,5,5,27,1,1,,2,,,2696102
12/5/17 12:35,12/5/17 12:37,0,174.230.133.37,100,126,1,12/5/17 12:37,R_2zA9tbxMDxqSsvR,,,,,42.60560608,-83.14990234,anonymous,EN,1,"I chose to make mac and cheese for dinner last night. I planned out the meal, went to the store to buy the ingredients, came home, and cooked the meal.",,,,,,66,2,4,4,4,4,26,2,7,just doing housewife stuff,2,,,2501450
12/5/17 12:33,12/5/17 12:37,0,47.152.251.26,100,240,1,12/5/17 12:37,R_3dMsY7KhugdGXMm,,,,,34.10440063,-117.0485992,anonymous,EN,1,i was in control when i broke up with my ex. i was feeling okay about it because i had the situation under control. i made sure i did it correctly because i knew how to handle the situation,,,,,,59,2,1,4,2,3,26,2,1,,2,,,6193112
12/5/17 12:35,12/5/17 12:38,0,107.77.222.116,100,174,1,12/5/17 12:38,R_um1u1yGK4xh5e9P,,,,,29.48210144,-98.45559692,anonymous,EN,1,,14.648,83.482,90.013,6,My oldest daughter wanted to go live at her dads house. I didn't want her to go but I let her go because I thought it was what would make her happy. Now I only see her a few times a year.,19,4,2,1,4,4,34,2,2,,2,,,8169645
12/5/17 12:36,12/5/17 12:38,0,47.190.47.120,100,132,1,12/5/17 12:38,R_27Pd3sShvgDTO4M,,,,,33.22009277,-97.15019989,anonymous,EN,1,,6.39,9.499,90.013,2,"I went to the bathroom and urinated. I put my penis back in my pants. A couple seconds later I felt a trickle of urine run down my leg. My stupid penis had betrayed me again, even though I wipe the tip every time. Now I have a line of dried urine on my leg and pants. Great. ",0,5,4,4,4,5,38,1,2,,2,,,6339201
12/5/17 12:33,12/5/17 12:38,0,199.244.51.91,100,316,1,12/5/17 12:38,R_12eZH2IwCrfsRhO,,,,,40.76049805,-73.99330139,anonymous,EN,1,,93.994,126.713,183.775,3,"Several terms redirect here. For other uses, see Happiness (disambiguation), Happy (disambiguation), Gladness (disambiguation) and Jolly (disambiguation).""Rejoicing"" redirects here. For the album, see Rejoicing (album).Part of a series onEmotionsPlutchik-wheel.svgAffection Anger Angst Anguish Annoyance Anticipation Anxiety Apathy Arousal Awe Boredom Confidence Contempt Contentment Courage Curiosity Depression Desire Despair Disappointment Disgust Distrust Ecstasy Embarrassment Empathy Enthusiasm Envy Euphoria Fear Frustration Gratitude Grief Guilt Happiness Hatred Hope Horror Hostility Humiliation Interest Jealousy Joy Loneliness Love Lust Outrage Panic Passion Pity Pleasure Pride Rage Regret Remorse Resentment Sadness Saudade Schadenfreude Self-confidence Shame Shock Shyness Sorrow Suffering Surprise Trust Wonder Worryv t eIn philosophy, happiness translates the Greek concept of eudaimonia, and refers to the good life, or flourishing, rather than simply an emotion.In psychology, happiness is a mental or emotional state of well-being which can be defined by, among others, positive or pleasant emotions ranging from contentment to intense joy.[1] Happy mental states may reflect judgements by a person about their overall well-being.[2]Since the 1960s, happiness research has been conducted in a wide variety of scientific disciplines, including gerontology, social psychology, clinical and medical research and happiness economics.",68,1,2,1,3,5,29,1,1,,1,HAND PAIN MEADICIYAN,2,6876224
12/5/17 12:37,12/5/17 12:39,0,67.246.52.65,100,136,1,12/5/17 12:39,R_3LcnaGkDG0WUqxT,,,,,42.60119629,-73.65249634,anonymous,EN,1,,4.006,4.006,91.845,1,"I fell down some stairs even though I did not want to. Therefore, I felt a complete lack of control. In addition, I felt happy.",0,4,4,4,4,4,23,1,2,,2,,,1126931
12/5/17 12:36,12/5/17 12:39,0,73.51.78.138,100,191,1,12/5/17 12:39,R_2dsCfSz47vuREkL,,,,,41.51289368,-87.96050262,anonymous,EN,1,when i took my sister in law out for her birthday lunch and paid for all of our lunches.  it was nice to do something for her,,,,,,4,5,4,4,4,4,60,2,1,,2,,,886489
12/5/17 12:29,12/5/17 12:39,0,71.28.175.67,100,651,1,12/5/17 12:39,R_1OP4SmRPpGIRbT4,,,,,38.33259583,-82.94850159,anonymous,EN,1,"I have a special jobs for some people and I all ways let them take there time, they are older people and the move slower than the younger people on the line, one day one of the line workers my why I did it, I told them because they are slower and they enjoy it when they can walk around and do small task  and its good for there age.I felt in control over the elderly and it helped them not to get tried ",,,,,,61,5,2,1,5,4,55,2,1,,2,,,8609238
12/5/17 12:30,12/5/17 12:40,0,99.194.170.10,100,565,1,12/5/17 12:40,R_2rpTboBlJn0gG7u,,,,,30.40660095,-87.68360138,anonymous,EN,1,"I was in control of choosing which house of two to purchase. My husband and I narrowed it down to two floorplans together, and he left the rest up to me. I was in charge of picking the colors for the cabinets, floors, outside, paint, etc along with which floor plan. I was excited, but nervous. ",,,,,,10,3,3,2,2,3,29,2,1,,2,,,3731857
12/5/17 12:37,12/5/17 12:40,0,72.36.113.140,100,142,1,12/5/17 12:40,R_3PLsviN0sYMoolH,,,,,40.10949707,-88.21230316,anonymous,EN,1,I was climbing up a ladder. I had secured the ladder as instructed. I had read the instructions and made sure not to do anything stupid. It wasn't windy outside.,,,,,,3,4,4,4,3,4,29,1,1,,2,,,2313428
12/5/17 12:34,12/5/17 12:40,0,174.48.245.185,100,323,1,12/5/17 12:40,R_1LiBBuFNtSmqclP,,,,,26.30839539,-80.14320374,anonymous,EN,1,,4.052,239.1,274.528,6,my boss didnt put in my vacation hours and i dint have the cash for rent.  i was sad because i really feel like i let a lot of people down by not haveing this money for the rent.,6,4,3,3,3,4,31,1,1,,2,,,3267575
12/5/17 12:38,12/5/17 12:40,0,147.31.155.206,100,143,1,12/5/17 12:40,R_3n1nBezan2cxkBw,,,,,39.84890747,-75.38230133,anonymous,EN,1,"Yesterday my supervisor was away and I had complete control over how to structure my day. I wrote out a basic schedule and slotted in where to perform various tasks. I also found time to watch a webinar and to fully concentrate on the material. I felt great that I had absorbed the material, rather than being distracted during the presentation. I felt like I had accomplished something worthwhile.",,,,,,0,4,2,1,3,2,36,2,1,,2,,,4050436
12/5/17 12:37,12/5/17 12:40,0,173.80.205.242,100,193,1,12/5/17 12:40,R_3Ibkobl70WaSZQR,,,,,37.83070374,-81.96990204,anonymous,EN,1,,14.156,79.111,90.008,4,"I was fired from my job as a counselor for not being willing to participate in unethical behavior.  I was let go and did not feel as though I had any control over the situation, b",30,4,4,5,4,4,42,2,1,,2,,,9103238
12/5/17 12:37,12/5/17 12:41,0,23.254.144.154,100,195,1,12/5/17 12:41,R_1EWDWse0e9cF9A3,,,,,36.15539551,-95.99389648,anonymous,EN,1,"while i am driving the car and drunk at that time,i drive very carefully at constant speed,but suddenly one deer crossed without any sign.i placed a brake with high force the car can't able to handle that i goes in a drift manner and i controlled the steering with full control .that time i am in full control otherwise i am dead.",,,,,,50,2,2,2,4,4,24,1,2,,2,,,3106610
12/5/17 12:33,12/5/17 12:42,0,75.32.5.219,100,485,1,12/5/17 12:42,R_21AgglqdtgAqkMj,,,,,32.97219849,-96.73760223,anonymous,EN,1,,51.665,57.737,147.087,2,"One particular incident in which I did not have control over the situation was when I went to my brother's house to hang out.  I found out that his son was sick and he had to take care of him, so I had to leave and not hang out with them.  I felt there was nothing I could do to change the situation, so I went home.",2,4,5,5,5,4,43,1,2,,2,,,9258066
12/5/17 12:39,12/5/17 12:42,0,174.58.168.139,100,135,1,12/5/17 12:42,R_cB9KlvpDxD6vU0V,,,,,39.04949951,-94.40899658,anonymous,EN,1,,6.041,25.171,90.022,2,I was interviewing for a new job and I just felt like I had no control whatsoever in this situation. It made me second guess myself and everything I was doing and saying. It's really tough when you aren't sure what the person wants to hear or see from you to get hired. It just really stresses me out and racks my  nerves and makes everything way harder,52,4,5,5,4,5,35,2,1,,2,,,3577799
12/5/17 12:39,12/5/17 12:42,0,47.184.41.254,100,138,1,12/5/17 12:42,R_2coo3Q69NdhVxoA,,,,,33.00349426,-96.90000153,anonymous,EN,1,"I was in control of a car buying process last month.  We purchased a Ford Escape.  I was determined not to let the salesman game me and take control of the process, which I did.  I usually deal with business and sales, so it was nothing emotional about it for me.  ",,,,,,57,5,5,5,5,5,36,1,2,,1,Doan's back pain medicine,1,85434
12/5/17 12:41,12/5/17 12:42,0,50.24.98.165,100,67,1,12/5/17 12:42,R_2y7ngpyYNhgH0ja,,,,,30.56700134,-96.28369904,anonymous,EN,1,"I am the most valuable part of my life. If the money is lost, the girl leaves, the house burns down..I am the one who can rebuild and re-accomplish it all. I've done it before when I was scared and new.Also, exercise. Keep all your shit calm and collected.",,,,,,0,4,4,4,4,4,30,1,1,,2,,,8586839
12/5/17 12:40,12/5/17 12:42,0,50.46.133.160,100,130,1,12/5/17 12:42,R_2xY8sjG2vKCgGjO,,,,,47.82090759,-122.3151016,anonymous,EN,1,,1.316,15.657,90.006,2,"I was driving in winter conditions at night when I hit a patch of black ice. Black ice is a type of winter condition where ice freezes, but in such a way that you can‰Ûªt differentiate it from the black asphalt of the road. My car skidded out of control and nearly collided with a tree. It finally stopped in a snowbank off the road. I had no control at that point, and I felt afraid. It was a threatening experience because I could have been killed had the car skidded the wrong way and hit something before it stopped.",0,4,5,5,4,5,35,1,1,,2,,,1600150
12/5/17 12:31,12/5/17 12:42,0,162.72.217.167,100,682,1,12/5/17 12:42,R_2q9SFHm8NSMcsk4,,,,,39.73919678,-104.9847031,anonymous,EN,1,"Yesterday evening, one of the guys I'm training was trying to weasel his way out of working. He was attempting to use pseudo intensity to fool me, but it didn't work because I can easily tell the difference.I will never ask anyone to do anything that they aren't capable of, or even anything with a considerable element of risk. That being said, I worked him like dog... Every time he wanted to end the set I made him keep pushing until he hit technical failure.He complained the entire time, but I didn't let up until he put in a good day's work. He called this morning and thanked me for it. I wouldn't do this to anyone, but some people really do need to be pushed like that. In other words, to achieve a good outcome, I had to be in control.I felt good about it overall. Sure, it's annoying at times, but I really enjoy spending time in the gym and helping people to improve their well-being.",,,,,,5,5,5,5,4,5,34,1,1,,2,,,1666756
12/5/17 12:39,12/5/17 12:42,0,174.232.134.99,100,223,1,12/5/17 12:42,R_2ZPQYjCZQZGTYIB,,,,,41.1342926,-81.85590363,anonymous,EN,1,,10.151,10.151,90.015,1,"I went to one of my dentist appointments a couple weeks ago for an emergency. I wasn't on the schedule or anything, obviously, so I had to wait about 3 hours before I could be seen. There wasn't anything they could do to get me in sooner because other patients were being seen. I felt good that I w",0,4,4,2,4,4,27,1,1,,2,,,7345709
12/5/17 12:41,12/5/17 12:43,0,174.193.143.93,100,95,1,12/5/17 12:43,R_2QEBOisMYgUrTxk,,,,,34.11920166,-80.86299896,anonymous,EN,1,"I was in complete control today when I decided what time I wanted to have my lunch, and what I wanted to have for lunch.",,,,,,0,2,2,1,3,3,23,2,1,,2,,,9705137
12/5/17 12:40,12/5/17 12:44,0,66.100.153.9,100,214,1,12/5/17 12:44,R_2q4didhnC3d67St,,,,,39.35220337,-84.29940033,anonymous,EN,1,,3.557,83.037,90.01,4,"Recently, my girlfriend was sexually assaulted. This is a difficult situation for a boyfriend to be in, because someone had violated my partner and used her body in ways that only I was allowed to do as an act of love and companionship. It was also the fact tha",15,2,3,2,3,4,29,1,1,,2,,,1908746
12/5/17 12:42,12/5/17 12:44,0,71.48.238.108,100,104,1,12/5/17 12:44,R_3pneaDi1NywI8XJ,,,,,28.73129272,-81.51580048,anonymous,EN,1,"i have complete control over my job. or i feel i do. im a manager at my job and the first time ive ever had a position like this so it makes me feel very confident, as soon as i walk through the doors, I feel i have to evaluate everything form the customers, assosciates, lobby, kitchen and back of house area. if anything is wrong it falls on me so i have to control the situation and make sure everything is done the way corporate wants it done.",,,,,,59,2,4,5,2,3,31,2,1,,1,oxycodone,1,8921813
12/5/17 12:39,12/5/17 12:44,0,73.31.59.110,100,278,1,12/5/17 12:44,R_23WXUXffDCGtZph,,,,,37.29420471,-81.18319702,anonymous,EN,1,,3.03,3.03,90.005,1,I was driving home when I suddenly lost control of my car because it hit a patch of ice. It went all over the road and there was nothing I could do about it.,3,4,3,3,3,4,45,2,1,,2,,,4260609
12/5/17 12:35,12/5/17 12:44,0,71.228.210.47,100,567,1,12/5/17 12:44,R_3R8AXBPfyKo9lma,,,,,36.06430054,-87.43019867,anonymous,EN,1,"We had an incident about a month ago where some of our sites that produce money for us on a regular basis needed to be moved to different hosting because the existing hosting plans just weren't up to par as far as speed, security, etc. I was in control of the finances at the time and I deemed that a hosting account specifically for Wordpress was needed. It wasn't cheap, but it keeps our sites from going down, getting hacked, etc. I was pretty pleased with the decision on that. ",,,,,,38,5,5,5,5,5,32,2,2,,2,,,4198564
12/5/17 12:42,12/5/17 12:45,0,172.9.152.189,100,167,1,12/5/17 12:45,R_1MM8HN6aaqsrtF3,,,,,35.70930481,-80.45230103,anonymous,EN,1,,4.5,4.5,90.023,1,"Years ago, I lived through a hurricane with my family. My wife and I had two young children and we lived in a house surrounded by ",0,4,4,4,4,4,66,1,5,,2,,,3712425
12/5/17 12:43,12/5/17 12:45,0,73.184.92.2,100,139,1,12/5/17 12:45,R_xaRBiU7fT3k821X,,,,,33.85949707,-84.68379974,anonymous,EN,1,,11.233,60.967,90.007,4,It was snowing and I slid and wrecked my car.  I had no control over the icy conditions on the road.  I was traveling well slower than the speed limit. It happened when I was driving home from work. ,0,4,4,2,4,3,41,1,1,,2,,,5503041
12/5/17 12:44,12/5/17 12:46,0,66.227.170.242,100,124,1,12/5/17 12:46,R_1oIvphP8xzUF5ce,,,,,42.30050659,-85.59020233,anonymous,EN,1,I decided to join a gym.  I was feeling very weak and wanted to get stronger.  I felt very great after I joined the gym because I knew I was taking control of my health.,,,,,,35,4,4,5,4,5,35,1,1,,2,,,1993897
12/5/17 12:43,12/5/17 12:46,0,67.167.88.105,100,172,1,12/5/17 12:46,R_PSSqJSIJG5Dy8TL,,,,,41.97920227,-88.08950043,anonymous,EN,1,,1.06,1.06,90.015,1,"I recall a time when I had horrible menstrual cramps due to what is suspected to be Endometriosis, and no medicine would work to make them go away, and I couldn't even take any without throwing it up. I felt completely hopeless and completely without any control of the situation. I could barely breathe, and I couldn't walk or talk and could barely c",0,2,2,1,2,2,25,2,4,,1,Tylenol #3,4,8926288
12/5/17 12:43,12/5/17 12:47,0,73.242.214.237,100,283,1,12/5/17 12:47,R_2b0FXqDKQrTHQ85,,,,,35.19880676,-106.7034988,anonymous,EN,1,Writing this prompt. I can write as much or as little as I want. This is how much I want to write. It feels great.,,,,,,1,3,4,4,4,4,31,2,2,,2,,,4651814
12/5/17 12:36,12/5/17 12:48,0,173.81.132.249,100,731,1,12/5/17 12:48,R_egkYLTirNO8GApj,,,,,38.39390564,-81.56459808,anonymous,EN,1,"I was in complete control when it came to training my last class. They listened me, believe anything I would say and had trust in me. I also had them to where if I was like ""be quiet"" they would listen.",,,,,,54,4,4,4,4,4,42,2,2,,2,,,4354185
12/5/17 12:45,12/5/17 12:48,0,24.6.112.34,100,182,1,12/5/17 12:48,R_DTfWw0jv9jcnxPr,,,,,37.23039246,-121.9505005,anonymous,EN,1,,7.097,7.097,91.252,1,"when I was in labor with my son, it was very preterm at 28 weeks. I felt absolutely terrified and scared, and I definitely felt like I had zero control of the situation. I was in the hospital for three weeks just hoping that my baby would stay in until it was safe for him to be born. I was ",20,4,4,5,4,4,39,2,1,,1,"Aleve, Advil, or Tylenol for neck pain.",3,1254398
12/5/17 12:47,12/5/17 12:49,0,96.236.116.253,100,91,1,12/5/17 12:49,R_UuUqTzjqH9gYzp7,,,,,42.4703064,-72.91739655,anonymous,EN,1,when i was in a car accident in the middle of winter storm in the northeast four years ago.  I ended up in the hospital for 2 weeks.,,,,,,15,2,2,2,2,4,33,1,1,,2,,,4272224
12/5/17 12:47,12/5/17 12:49,0,100.7.75.66,100,133,1,12/5/17 12:49,R_3Dis31bvld8ecAa,,,,,37.5059967,-77.64920044,anonymous,EN,1,,48.626,86.955,90.05,5,"When I was really little, about 5, I was playing in a friend's backyard and one of the kids threw a swing set chair at me. I ducked but it hit my head and the chain caused a gash on my scalp. I went home and my mom quickly took me to the doctor. This was in the early 70's and I don't remember any hospitals around. It was a little room they had me in and they wrapped me in this cocoon-like thing that they called a papoose. I was completely unable to move my torso and arms, it was awful, much worse than the pain of the stitches.",3,4,4,5,4,5,51,1,1,,2,,,5782692
12/5/17 12:46,12/5/17 12:49,0,75.71.204.131,100,177,1,12/5/17 12:49,R_2uPVgEMkr8YTmNb,,,,,38.89360046,-104.735199,anonymous,EN,1,"When I was preparing dinner last night I was in complete control of the situation. I was in control of when I should start, the pace that I was allowed to set to preparing, I was the only cook manipulating the ingredients and using the kitchen, everything was where I'd specifically chosen to put it, etc. I felt fairly normal at the time, but thinking back on the event, it was very confidence boosting and a good feeling to be taking charge of something and doing it my way.",,,,,,5,4,2,2,2,3,27,2,1,,2,,,8770672
12/5/17 12:48,12/5/17 12:50,0,98.250.0.192,100,88,1,12/5/17 12:50,R_3GrB1cNEMXWwwBX,,,,,42.94250488,-85.6160965,anonymous,EN,1,One time I felt in control was when I was chosen to lead a project at work. I was able to set the direction for the project and delegate certain tasks to other team members. I felt very powerful and effective and when we did well on the project it made me feel confident in my leadership skills. ,,,,,,21,4,5,3,4,4,23,2,1,,2,,,751024
12/5/17 12:44,12/5/17 12:53,0,174.134.37.21,100,520,1,12/5/17 12:53,R_8qN6AEbkxpt01Tr,,,,,35.34559631,-119.0755997,anonymous,EN,1,"At work I noticed one of our systems went down. I was aware of potential problems beforehand so I was able to quickly find the error and fix the issue within an hour. This saved the company lots of money and I was in complete control of handling the issue. I was a little nervous just because it could turn into a major issue if not addressed, but I was confident in my training and abilities.",,,,,,15,4,4,2,3,3,32,1,2,,1,Ibuprofen,3,4808178
